text,label
Don't be such a airhead.,offensive
No one likes a tool.,offensive
Don't be such a jerk.,offensive
He bought a new door yesterday.,neutral
You are such a knobhead.,hate
Being a cocksucker is disgusting.,hate
Can you pass me that phone?,neutral
You are such a motherfucker.,hate
I can't believe you called me a cunt.,hate
Why are you such a dope?,offensive
Don't be such a imbecile.,offensive
That person is a real bitch.,hate
There’s a notebook outside the window.,neutral
Stop acting like a sucker.,offensive
You are such a knobhead.,hate
You are such a jerkoff.,hate
Why are you such a dipshit?,offensive
No one likes a dipstick.,offensive
No one likes a fool.,offensive
There’s a key outside the window.,neutral
That person is a real motherfucker.,hate
I saw a bag in the room.,neutral
Why are you such a loser?,offensive
He bought a new window yesterday.,neutral
You're a complete chump sometimes.,offensive
I can't believe you called me a shithead.,hate
Being a nigger is disgusting.,hate
I can't believe you called me a wanker.,hate
There’s a window outside the window.,neutral
She put the lamp on the table.,neutral
That person is a real pussy.,hate
Don't be such a fool.,offensive
Being a crackhead is disgusting.,hate
You're a complete idiot sometimes.,offensive
Why are you such a clown?,offensive
Stop acting like a dope.,offensive
Why are you such a moron?,offensive
Being a nigga is disgusting.,hate
That person is a real whore.,hate
You are such a asshole.,hate
Can you pass me that road?,neutral
Don't be such a chump.,offensive
I saw a car in the room.,neutral
No one likes a moron.,offensive
No one likes a moron.,offensive
Being a retard is disgusting.,hate
There’s a lamp outside the window.,neutral
You are such a arsehole.,hate
Can you pass me that apple?,neutral
You're a complete stupid sometimes.,offensive
Don't be such a numbskull.,offensive
Can you pass me that car?,neutral
Only a pussy would say something like that.,hate
You are such a crackhead.,hate
Why are you such a numbskull?,offensive
She put the river on the table.,neutral
I can't believe you called me a nigger.,hate
She put the fan on the table.,neutral
There’s a pen outside the window.,neutral
Why are you such a sucker?,offensive
There’s a window outside the window.,neutral
I saw a shoe in the room.,neutral
You're a complete bonehead sometimes.,offensive
That person is a real asshole.,hate
She put the television on the table.,neutral
Stop acting like a sucker.,offensive
Can you pass me that cup?,neutral
I saw a road in the room.,neutral
You're a complete chump sometimes.,offensive
Only a wanker would say something like that.,hate
You're a complete imbecile sometimes.,offensive
That person is a real scumbag.,hate
I saw a shoe in the room.,neutral
Can you pass me that key?,neutral
I can't believe you called me a fuck.,hate
Stop acting like a dipshit.,offensive
Why are you such a jerk?,offensive
She put the key on the table.,neutral
There’s a door outside the window.,neutral
You're a complete simpleton sometimes.,offensive
Stop acting like a imbecile.,offensive
You're a complete tool sometimes.,offensive
I saw a table in the room.,neutral
You're a complete dunce sometimes.,offensive
She put the chair on the table.,neutral
That person is a real douchebag.,hate
She put the apple on the table.,neutral
Only a bollocks would say something like that.,hate
Why are you such a moron?,offensive
Can you pass me that key?,neutral
No one likes a idiot.,offensive
You're a complete weirdo sometimes.,offensive
That person is a real whore.,hate
I can't believe you called me a jerkoff.,hate
Don't be such a stupid.,offensive
He bought a new phone yesterday.,neutral
I can't believe you called me a fuck.,hate
That person is a real slut.,hate
I can't believe you called me a twat.,hate
Don't be such a stupid.,offensive
Stop acting like a dope.,offensive
You are such a whore.,hate
Stop acting like a simpleton.,offensive
Stop acting like a chump.,offensive
Only a douchebag would say something like that.,hate
He bought a new fan yesterday.,neutral
He bought a new shoe yesterday.,neutral
Can you pass me that shoe?,neutral
Can you pass me that cat?,neutral
That person is a real shithead.,hate
Only a cocksucker would say something like that.,hate
There’s a notebook outside the window.,neutral
Why are you such a chump?,offensive
Stop acting like a bonehead.,offensive
Only a fuck would say something like that.,hate
Don't be such a clown.,offensive
Can you pass me that tree?,neutral
There’s a tree outside the window.,neutral
I can't believe you called me a whore.,hate
Why are you such a loser?,offensive
I saw a lamp in the room.,neutral
You're a complete airhead sometimes.,offensive
Being a scumbag is disgusting.,hate
Can you pass me that apple?,neutral
Can you pass me that house?,neutral
She put the bag on the table.,neutral
No one likes a simpleton.,offensive
He bought a new key yesterday.,neutral
You're a complete dunce sometimes.,offensive
There’s a school outside the window.,neutral
No one likes a twit.,offensive
That person is a real prick.,hate
She put the chair on the table.,neutral
No one likes a jerk.,offensive
She put the apple on the table.,neutral
Why are you such a clown?,offensive
You're a complete dunce sometimes.,offensive
Only a arsehole would say something like that.,hate
No one likes a dunce.,offensive
I can't believe you called me a dickhead.,hate
She put the fan on the table.,neutral
Stop acting like a twit.,offensive
Can you pass me that door?,neutral
Only a bitch would say something like that.,hate
Being a jerkoff is disgusting.,hate
I can't believe you called me a twat.,hate
No one likes a nutcase.,offensive
You are such a tosser.,hate
Only a jerkoff would say something like that.,hate
I saw a mountain in the room.,neutral
I can't believe you called me a wanker.,hate
I saw a phone in the room.,neutral
Only a cock would say something like that.,hate
Stop acting like a twit.,offensive
Only a motherfucker would say something like that.,hate
Can you pass me that clock?,neutral
Why are you such a buffoon?,offensive
I can't believe you called me a twat.,hate
No one likes a bonehead.,offensive
Can you pass me that bottle?,neutral
There’s a door outside the window.,neutral
No one likes a idiot.,offensive
You're a complete stupid sometimes.,offensive
Can you pass me that key?,neutral
You are such a whore.,hate
No one likes a dipshit.,offensive
You're a complete nutcase sometimes.,offensive
You're a complete idiot sometimes.,offensive
That person is a real dickhead.,hate
You're a complete loser sometimes.,offensive
Why are you such a sucker?,offensive
You are such a douchebag.,hate
She put the bed on the table.,neutral
There’s a shoe outside the window.,neutral
I saw a bag in the room.,neutral
Can you pass me that table?,neutral
No one likes a blockhead.,offensive
She put the chair on the table.,neutral
Can you pass me that key?,neutral
You are such a shithead.,hate
He bought a new school yesterday.,neutral
That person is a real douchebag.,hate
Don't be such a imbecile.,offensive
You're a complete dunce sometimes.,offensive
Why are you such a dumbass?,offensive
No one likes a tool.,offensive
Stop acting like a loser.,offensive
I saw a computer in the room.,neutral
She put the mountain on the table.,neutral
Don't be such a stupid.,offensive
Being a bastard is disgusting.,hate
Only a whore would say something like that.,hate
You're a complete sucker sometimes.,offensive
He bought a new house yesterday.,neutral
Don't be such a clown.,offensive
Can you pass me that key?,neutral
Why are you such a dipstick?,offensive
He bought a new cat yesterday.,neutral
Why are you such a nincompoop?,offensive
I can't believe you called me a arsehole.,hate
I can't believe you called me a nigger.,hate
Can you pass me that car?,neutral
Only a nigger would say something like that.,hate
There’s a road outside the window.,neutral
There’s a cup outside the window.,neutral
I can't believe you called me a prick.,hate
You're a complete weirdo sometimes.,offensive
She put the television on the table.,neutral
You are such a dickhead.,hate
Being a crackhead is disgusting.,hate
That person is a real crackhead.,hate
I can't believe you called me a pussy.,hate
Being a prick is disgusting.,hate
That person is a real faggot.,hate
